# reporter: v22 (2026-09-25); filters: subbench=capability, version=0.1, since=2026-09-22T00:00:00Z, until=2026-09-23T07:00:00Z, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=pcrec_8d716693_auto-caps-simdna, testee=pcrec_8d716693_auto-nocaps-simdna, testee=pcrec_8d716693_vm-caps-simdna, testee=pcrec_8d716693_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (11 record(s) matching this query); records: 11; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.6; grain: set; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 11; mixed_x13: False; include_provenance: False; worst_other_core_busy: 62.5% (pcrec_25b1984f_auto-caps-simdna / wild-validator-ipv4-owasp / large-subject-throughput); floor_pattern: floor-byte; null_band: pcrec 25b1984f -> 8d716693: census reports/identity/capability@0.1/pcrec_25b1984f__8d716693.tsv, 143 null of 492 cells, strata ok=2 insufficient=2 empty=2, n_min=10
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	9	ratio_vs_baseline	35.237727	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	9	ratio_vs_best	35.237727	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	median_ns	2228534.714286	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	min_ns	2228320.672269	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	max_ns	2233992.386555	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	stddev_ns	2615.998138	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	ratio_vs_baseline	96.414028	3	1.0000	0	0		
rank	mojibake-curly-quote	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	ratio_vs_best	96.414028	3	1.0000	0	0		
did_not_compile	mojibake-curly-quote	(set)	large-subject-throughput			rust_1.13.1_default-caps-simdna	did-not-compile									pattern is not valid UTF-8 at byte 0: invalid utf-8 sequence of 1 bytes from index 0	
baseline	mojibake-curly-quote	(set)	short-subject-search			pcrec_8d716693_auto-caps-simdna				baseline_identity	row-best-fallback					pcrec_8d716693_auto-caps-simdna (row-best fallback -- interp absent from this group)	
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	median_ns	619.076110	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	min_ns	618.919599	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	max_ns	619.996880	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	stddev_ns	0.392303	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	ratio_vs_baseline	1.000000	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	1	ratio_vs_best	1.000000	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	median_ns	619.258513	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	min_ns	618.302150	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	max_ns	621.940064	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	stddev_ns	1.261772	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	ratio_vs_baseline	1.000295	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	ratio_vs_best	1.000295	75	1.0000	0	0		faster ×1.12
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	median_ns	669.326408	75	1.0000	0	0		faster ×2.27
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	min_ns	663.385142	75	1.0000	0	0		faster ×2.27
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	max_ns	671.641085	75	1.0000	0	0		faster ×2.27
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	stddev_ns	2.808482	75	1.0000	0	0		faster ×2.27
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	ratio_vs_baseline	1.081170	75	1.0000	0	0		faster ×2.27
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	3	ratio_vs_best	1.081170	75	1.0000	0	0		faster ×2.27
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	median_ns	682.745974	75	1.0000	0	0		faster ×2.22
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	min_ns	679.334611	75	1.0000	0	0		faster ×2.22
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	max_ns	683.342171	75	1.0000	0	0		faster ×2.22
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	stddev_ns	1.539747	75	1.0000	0	0		faster ×2.22
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	ratio_vs_baseline	1.102847	75	1.0000	0	0		faster ×2.22
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	4	ratio_vs_best	1.102847	75	1.0000	0	0		faster ×2.22
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	median_ns	691.086290	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	min_ns	690.023720	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	max_ns	692.650019	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	stddev_ns	0.905590	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	ratio_vs_baseline	1.116319	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	5	ratio_vs_best	1.116319	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	median_ns	693.682006	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	min_ns	692.391838	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	max_ns	695.167482	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	stddev_ns	0.893609	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	ratio_vs_baseline	1.120512	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	6	ratio_vs_best	1.120512	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	median_ns	1515.489099	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	min_ns	1511.657165	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	max_ns	1519.249747	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	stddev_ns	2.662916	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	ratio_vs_baseline	2.447985	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	7	ratio_vs_best	2.447985	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	median_ns	1522.674100	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	min_ns	1521.756998	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	max_ns	1523.786141	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	stddev_ns	0.692558	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	ratio_vs_baseline	2.459591	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	8	ratio_vs_best	2.459591	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	vectorscan_5.4.11_block-nosom-nocaps-simd	measured	pinned	9	median_ns	2040.621678	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	vectorscan_5.4.11_block-nosom-nocaps-simd	measured	pinned	9	min_ns	2030.585762	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	vectorscan_5.4.11_block-nosom-nocaps-simd	measured	pinned	9	max_ns	2046.616189	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	vectorscan_5.4.11_block-nosom-nocaps-simd	measured	pinned	9	stddev_ns	6.274961	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	vectorscan_5.4.11_block-nosom-nocaps-simd	measured	pinned	9	ratio_vs_baseline	3.296237	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	vectorscan_5.4.11_block-nosom-nocaps-simd	measured	pinned	9	ratio_vs_best	3.296237	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	median_ns	4428.369578	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	min_ns	4425.442362	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	max_ns	4431.736903	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	stddev_ns	2.618818	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	ratio_vs_baseline	7.153191	75	1.0000	0	0		
rank	mojibake-curly-quote	(set)	short-subject-search	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	10	ratio_vs_best	7.153191	75	1.0000	0	0		
did_not_compile	mojibake-curly-quote	(set)	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									pattern is not valid UTF-8 at byte 0: invalid utf-8 sequence of 1 bytes from index 0	
baseline	nested-comment-rec	(set)	large-subject-throughput			oniguruma_6.9.10_default-caps-simdna				baseline_identity	row-best-fallback					oniguruma_6.9.10_default-caps-simdna (row-best fallback -- interp absent from this group)	
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	1	median_ns	1498979.220339	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	1	min_ns	1498327.412429	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	1	max_ns	1504367.107345	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	1	stddev_ns	2254.472576	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	1	ratio_vs_baseline	1.000000	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	oniguruma_6.9.10_default-caps-simdna	measured	pinned	1	ratio_vs_best	1.000000	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	median_ns	7798115.088235	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	min_ns	7783975.941176	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	max_ns	7803702.470588	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	stddev_ns	6655.357711	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	ratio_vs_baseline	5.202284	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-caps-simdna	measured	pinned	2	ratio_vs_best	5.202284	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	median_ns	7799381.617647	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	min_ns	7791508.647059	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	max_ns	7810334.647059	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	stddev_ns	7263.563283	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	ratio_vs_baseline	5.203129	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-caps-simdna	measured	pinned	3	ratio_vs_best	5.203129	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	median_ns	7799560.264706	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	min_ns	7793502.000000	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	max_ns	7834353.941176	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	stddev_ns	18166.792815	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	ratio_vs_baseline	5.203248	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_vm-in-caps-simdna	measured	pinned	4	ratio_vs_best	5.203248	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	median_ns	7808166.441176	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	min_ns	7803400.823529	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	max_ns	7827125.676471	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	stddev_ns	8273.854299	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	ratio_vs_baseline	5.208989	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_25b1984f_auto-nocaps-simdna	measured	pinned	5	ratio_vs_best	5.208989	3	1.0000	0	0		
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	6	median_ns	9275952.272727	3	1.0000	0	0		slower ×1.19
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	6	min_ns	8412430.696970	3	1.0000	0	0		slower ×1.19
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	6	max_ns	9731944.181818	3	1.0000	0	0		slower ×1.19
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	6	stddev_ns	464026.852299	3	1.0000	0	0		slower ×1.19
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	6	ratio_vs_baseline	6.188179	3	1.0000	0	0		slower ×1.19
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	6	ratio_vs_best	6.188179	3	1.0000	0	0		slower ×1.19
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	7	median_ns	9327080.303030	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	7	min_ns	8024350.515152	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	7	max_ns	9710236.939394	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	7	stddev_ns	608916.079032	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	7	ratio_vs_baseline	6.222288	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	7	ratio_vs_best	6.222288	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	8	median_ns	9350863.090909	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	8	min_ns	9134005.848485	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	8	max_ns	9595746.393939	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	8	stddev_ns	150703.084474	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	8	ratio_vs_baseline	6.238154	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	8	ratio_vs_best	6.238154	3	1.0000	0	0		slower ×1.20
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	9	median_ns	9746259.518519	3	1.0000	0	0		slower ×1.25
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	9	min_ns	9315730.444444	3	1.0000	0	0		slower ×1.25
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	9	max_ns	9776028.518519	3	1.0000	0	0		slower ×1.25
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	9	stddev_ns	175269.170585	3	1.0000	0	0		slower ×1.25
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	9	ratio_vs_baseline	6.501931	3	1.0000	0	0		slower ×1.25
rank	nested-comment-rec	(set)	large-subject-throughput	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	9	ratio_vs_best	6.501931	3	1.0000	0	0		slower ×1.25
baseline	nested-comment-rec	(set)	short-subject-search			pcrec_8d716693_vm-in-caps-simdna				baseline_identity	row-best-fallback					pcrec_8d716693_vm-in-caps-simdna (row-best fallback -- interp absent from this group)	
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	1	median_ns	2228.793445	75	1.0000	0	0		faster ×4.07
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	1	min_ns	2216.865411	75	1.0000	0	0		faster ×4.07
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	1	max_ns	2322.480825	75	1.0000	0	0		faster ×4.07
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	1	stddev_ns	39.995196	75	1.0000	0	0		faster ×4.07
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	1	ratio_vs_baseline	1.000000	75	1.0000	0	0		faster ×4.07
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-in-caps-simdna	measured	pinned	1	ratio_vs_best	1.000000	75	1.0000	0	0		faster ×4.07
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	median_ns	2658.793214	75	1.0000	0	0		faster ×3.50
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	min_ns	2649.755597	75	1.0000	0	0		faster ×3.50
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	max_ns	2727.231692	75	1.0000	0	0		faster ×3.50
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	stddev_ns	28.748393	75	1.0000	0	0		faster ×3.50
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	ratio_vs_baseline	1.192929	75	1.0000	0	0		faster ×3.50
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-nocaps-simdna	measured	pinned	2	ratio_vs_best	1.192929	75	1.0000	0	0		faster ×3.50
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	3	median_ns	2664.662956	75	1.0000	0	0		faster ×3.49
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	3	min_ns	2593.467008	75	1.0000	0	0		faster ×3.49
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	3	max_ns	2678.815263	75	1.0000	0	0		faster ×3.49
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	3	stddev_ns	36.366328	75	1.0000	0	0		faster ×3.49
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	3	ratio_vs_baseline	1.195563	75	1.0000	0	0		faster ×3.49
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_auto-caps-simdna	measured	pinned	3	ratio_vs_best	1.195563	75	1.0000	0	0		faster ×3.49
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	4	median_ns	2703.991113	75	1.0000	0	0		faster ×3.43
rank	nested-comment-rec	(set)	short-subject-search	plain	same program	pcrec_8d716693_vm-caps-simdna	measured	pinned	4	min_ns	2639.866499	75	1.0000	0	0		faster ×3.43
