# reporter: v24 (2026-09-26); filters: subbench=email-specimen, version=0.1; source: store/index.tsv (14 record(s) matching this query); records: 9; excluded_invalid: 0; superseded: 5; newer_not_measured: 0; subbench_versions: email-specimen@0.1; machines: budu-ryzen1600; schema_versions: 1.1,1.2; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.1-1.3 X13 (both samples quiet) on 9; mixed_x13: False; include_provenance: False; worst_other_core_busy: n/a; floor_pattern: none; null_band: set grain only (not computed at subject grain)
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
rank	orig	s-058	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	3	median_ns	6675.318729	5	1.0000	0	0			yes
rank	orig	s-058	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	4	median_ns	26276.385538	5	1.0000	0	0			yes
rank	orig	s-058	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	5	median_ns	26294.326667	5	1.0000	0	0			no
rank	orig	s-058	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	6	median_ns	26316.060979	5	1.0000	0	0			no
rank	orig	s-058	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	26352.106411	5	1.0000	0	0			yes
rank	orig	s-058	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	72884.201058	5	1.0000	0	0			yes
rank	orig	s-058	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	72970.133111	5	1.0000	0	0			yes
baseline	orig	s-059	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	13749.377027	5	1.0000	0	0			yes
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	2	median_ns	13907.442743	5	1.0000	0	0			yes
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	3	median_ns	26064.028029	5	1.0000	0	0			yes
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	33580.337913	5	1.0000	0	0			no
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	5	median_ns	33604.271375	5	1.0000	0	0			yes
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	6	median_ns	33713.095741	5	1.0000	0	0			yes
rank	orig	s-059	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	7	median_ns	33735.459439	5	1.0000	0	0			no
rank	orig	s-059	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	8	median_ns	159044.047765	5	1.0000	0	0			yes
rank	orig	s-059	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	159957.865000	5	1.0000	0	0			yes
baseline	orig	s-060	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	7664.596449	5	1.0000	0	0			yes
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	2	median_ns	7818.862694	5	1.0000	0	0			yes
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	3	median_ns	7867.869284	5	1.0000	0	0			yes
rank	orig	s-060	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	4	median_ns	9438.738539	5	1.0000	0	0			yes
rank	orig	s-060	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	5	median_ns	9444.642043	5	1.0000	0	0			yes
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	6	median_ns	33375.912034	5	1.0000	0	0			yes
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	7	median_ns	33388.857924	5	1.0000	0	0			no
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	8	median_ns	33480.348394	5	1.0000	0	0			no
rank	orig	s-060	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	9	median_ns	33536.056584	5	1.0000	0	0			yes
baseline	orig	s-061	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	1	median_ns	5391.236283	5	1.0000	0	0			yes
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	2	median_ns	6158.041001	5	1.0000	0	0			yes
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	3	median_ns	6305.007857	5	1.0000	0	0			yes
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	13151.759824	5	1.0000	0	0			no
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	5	median_ns	13169.022112	5	1.0000	0	0			yes
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	6	median_ns	13195.974508	5	1.0000	0	0			yes
rank	orig	s-061	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	7	median_ns	13197.432693	5	1.0000	0	0			no
rank	orig	s-061	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	8	median_ns	44625.864335	5	1.0000	0	0			yes
rank	orig	s-061	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	44681.378455	5	1.0000	0	0			yes
baseline	orig	s-062	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	43.735963	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	2	median_ns	224.845611	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	3	median_ns	245.429228	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	4	median_ns	317.904763	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	321.724367	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	6	median_ns	1683.438739	5	1.0000	0	0			no
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	1686.204064	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	8	median_ns	1687.007711	5	1.0000	0	0			yes
rank	orig	s-062	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	9	median_ns	1690.214039	5	1.0000	0	0			no
baseline	orig	s-063	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	6877.549849	5	1.0000	0	0			yes
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	2	median_ns	7041.647099	5	1.0000	0	0			yes
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	3	median_ns	13122.725766	5	1.0000	0	0			yes
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	25210.880953	5	1.0000	0	0			no
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	5	median_ns	25217.738577	5	1.0000	0	0			yes
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	6	median_ns	25279.551579	5	1.0000	0	0			no
rank	orig	s-063	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	25351.656924	5	1.0000	0	0			yes
rank	orig	s-063	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	110016.882893	5	1.0000	0	0			yes
rank	orig	s-063	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	110103.901601	5	1.0000	0	0			yes
baseline	orig	s-064	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	10640.734503	5	1.0000	0	0			yes
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	2	median_ns	10798.989611	5	1.0000	0	0			yes
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	3	median_ns	11644.104930	5	1.0000	0	0			yes
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	26888.177745	5	1.0000	0	0			no
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	5	median_ns	26892.229511	5	1.0000	0	0			yes
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	6	median_ns	27033.184739	5	1.0000	0	0			no
rank	orig	s-064	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	27036.744763	5	1.0000	0	0			yes
rank	orig	s-064	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	8	median_ns	95112.647283	5	1.0000	0	0			yes
rank	orig	s-064	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	95201.207639	5	1.0000	0	0			yes
baseline	orig	s-065	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	16.360352	5	1.0000	0	0			yes
rank	orig	s-065	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	29.404097	5	1.0000	0	0			yes
rank	orig	s-065	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	3	median_ns	29.721570	5	1.0000	0	0			yes
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	4	median_ns	41.284236	5	1.0000	0	0			no
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	5	median_ns	41.322279	5	1.0000	0	0			no
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	6	median_ns	41.489314	5	1.0000	0	0			yes
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	7	median_ns	41.607436	5	1.0000	0	0			yes
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	8	median_ns	209.519847	5	1.0000	0	0			yes
rank	orig	s-065	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	9	median_ns	226.056762	5	1.0000	0	0			yes
baseline	orig	s-065	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-065	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	1	median_ns	33.724340	5	1.0000	0	0			no
rank	orig	s-065	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	2	median_ns	33.803801	5	1.0000	0	0			no
rank	orig	s-065	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	3	median_ns	34.059585	5	1.0000	0	0			yes
rank	orig	s-065	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	4	median_ns	34.615988	5	1.0000	0	0			yes
rank	orig	s-065	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	63.294325	5	1.0000	0	0			yes
rank	orig	s-065	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	6	median_ns	229.983679	5	1.0000	0	0			yes
rank	orig	s-065	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	454.885071	5	1.0000	0	0			yes
rank	orig	s-065	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	8	median_ns	460.398123	5	1.0000	0	0			yes
rank	orig	s-065	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	567.173606	5	1.0000	0	0			yes
baseline	orig	s-066	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	74.628614	5	1.0000	0	0			yes
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	117.108869	5	1.0000	0	0			yes
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	3	median_ns	117.190990	5	1.0000	0	0			no
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	117.213436	5	1.0000	0	0			no
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	5	median_ns	118.560541	5	1.0000	0	0			yes
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	271.085718	5	1.0000	0	0			yes
rank	orig	s-066	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	275.477709	5	1.0000	0	0			yes
rank	orig	s-066	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	656.975750	5	1.0000	0	0			yes
rank	orig	s-066	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	659.974181	5	1.0000	0	0			yes
baseline	orig	s-066	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-066	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	80.448378	5	1.0000	0	0			yes
rank	orig	s-066	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	82.174915	5	1.0000	0	0			yes
rank	orig	s-066	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	3	median_ns	109.873817	5	1.0000	0	0			no
rank	orig	s-066	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	4	median_ns	109.969897	5	1.0000	0	0			yes
rank	orig	s-066	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	5	median_ns	110.429474	5	1.0000	0	0			no
rank	orig	s-066	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	6	median_ns	111.504041	5	1.0000	0	0			yes
rank	orig	s-066	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	7	median_ns	295.432484	5	1.0000	0	0			yes
rank	orig	s-066	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	8	median_ns	313.791165	5	1.0000	0	0			yes
rank	orig	s-066	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	668.864416	5	1.0000	0	0			yes
baseline	orig	s-067	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	77.688039	5	1.0000	0	0			yes
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	2	median_ns	110.522679	5	1.0000	0	0			no
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	3	median_ns	110.651859	5	1.0000	0	0			no
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	4	median_ns	110.825467	5	1.0000	0	0			yes
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	5	median_ns	110.916447	5	1.0000	0	0			yes
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	279.438341	5	1.0000	0	0			yes
rank	orig	s-067	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	284.029454	5	1.0000	0	0			yes
rank	orig	s-067	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	639.784492	5	1.0000	0	0			yes
rank	orig	s-067	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	648.391675	5	1.0000	0	0			yes
baseline	orig	s-067	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-067	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	81.656732	5	1.0000	0	0			yes
rank	orig	s-067	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	2	median_ns	89.962213	5	1.0000	0	0			yes
rank	orig	s-067	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	3	median_ns	103.199648	5	1.0000	0	0			yes
rank	orig	s-067	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	103.319413	5	1.0000	0	0			no
rank	orig	s-067	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	5	median_ns	103.358134	5	1.0000	0	0			no
rank	orig	s-067	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	6	median_ns	104.274545	5	1.0000	0	0			yes
rank	orig	s-067	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	7	median_ns	286.874068	5	1.0000	0	0			yes
rank	orig	s-067	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	8	median_ns	291.421480	5	1.0000	0	0			yes
rank	orig	s-067	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	642.326734	5	1.0000	0	0			yes
baseline	orig	s-068	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	20.766240	5	1.0000	0	0			yes
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	2	median_ns	39.770906	5	1.0000	0	0			no
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	3	median_ns	40.169541	5	1.0000	0	0			no
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	4	median_ns	40.282901	5	1.0000	0	0			yes
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	5	median_ns	40.436238	5	1.0000	0	0			yes
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	6	median_ns	258.567524	5	1.0000	0	0			yes
rank	orig	s-068	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	261.063639	5	1.0000	0	0			yes
rank	orig	s-068	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	8	median_ns	414.754585	5	1.0000	0	0			yes
rank	orig	s-068	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	9	median_ns	416.220409	5	1.0000	0	0			yes
baseline	orig	s-068	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-068	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	26.170730	5	1.0000	0	0			yes
rank	orig	s-068	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	2	median_ns	32.606675	5	1.0000	0	0			no
rank	orig	s-068	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	3	median_ns	32.632025	5	1.0000	0	0			yes
rank	orig	s-068	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	4	median_ns	32.796917	5	1.0000	0	0			yes
rank	orig	s-068	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	5	median_ns	32.810235	5	1.0000	0	0			no
rank	orig	s-068	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	58.944487	5	1.0000	0	0			yes
rank	orig	s-068	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	7	median_ns	262.782950	5	1.0000	0	0			yes
rank	orig	s-068	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	8	median_ns	264.484594	5	1.0000	0	0			yes
rank	orig	s-068	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	415.867424	5	1.0000	0	0			yes
baseline	orig	s-069	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	26.134810	5	1.0000	0	0			yes
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-caps-simdna	measured	pinned	2	median_ns	53.126310	5	1.0000	0	0			yes
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	3	median_ns	53.162195	5	1.0000	0	0			no
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	4	median_ns	53.250884	5	1.0000	0	0			no
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-caps-simdna	measured	pinned	5	median_ns	54.125033	5	1.0000	0	0			yes
rank	orig	s-069	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	6	median_ns	206.167020	5	1.0000	0	0			yes
rank	orig	s-069	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	7	median_ns	208.394640	5	1.0000	0	0			yes
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-caps-simdna	measured	pinned	8	median_ns	244.505732	5	1.0000	0	0			yes
rank	orig	s-069	match-compliance	whole-subject	separate artifact	pcrec_8da6120_vm-caps-simdna	measured	pinned	9	median_ns	283.035194	5	1.0000	0	0			yes
baseline	orig	s-069	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-069	short-subject-search	plain	same program	pcrec_8da6120_auto-caps-simdna	measured	pinned	1	median_ns	47.035402	5	1.0000	0	0			yes
rank	orig	s-069	short-subject-search	plain	same program	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	2	median_ns	47.215641	5	1.0000	0	0			no
rank	orig	s-069	short-subject-search	plain	same program	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	3	median_ns	47.451671	5	1.0000	0	0			no
rank	orig	s-069	short-subject-search	plain	same program	pcrec_692c2e8_auto-caps-simdna	measured	pinned	4	median_ns	47.769131	5	1.0000	0	0			yes
rank	orig	s-069	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	5	median_ns	66.224982	5	1.0000	0	0			yes
rank	orig	s-069	short-subject-search	plain	same program	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	6	median_ns	236.504629	5	1.0000	0	0			yes
rank	orig	s-069	short-subject-search	plain	same program	pcrec_692c2e8_vm-caps-simdna	measured	pinned	7	median_ns	455.517766	5	1.0000	0	0			yes
rank	orig	s-069	short-subject-search	plain	same program	pcrec_8da6120_vm-caps-simdna	measured	pinned	8	median_ns	455.797326	5	1.0000	0	0			yes
rank	orig	s-069	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	9	median_ns	740.167087	5	1.0000	0	0			yes
baseline	orig	s-070	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	orig	s-070	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_vm-in-caps-simdna	measured	pinned	1	median_ns	44.687022	5	1.0000	0	0			yes
rank	orig	s-070	match-compliance	whole-subject	separate artifact	pcrec_8da6120_auto-nocaps-simdna	measured	pinned	2	median_ns	90.694292	5	1.0000	0	0			no
rank	orig	s-070	match-compliance	whole-subject	separate artifact	pcrec_692c2e8_auto-nocaps-simdna	measured	pinned	3	median_ns	90.889859	5	1.0000	0	0			no
