# reporter: v24 (2026-09-26); filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; excluded_invalid: 0; superseded: 0; newer_not_measured: 0; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; grain: subject; single_subject_regimes: ; include_unmeasured: False; include_scratch: False; all_records: False; x13_rules: v1.4 X13 (pre-flight + trial agreement) on 7; mixed_x13: False; include_provenance: False; worst_other_core_busy: 64.93% (pcrec_25b1984f_vm-caps-simdna / esc-tab / large-subject-throughput); floor_pattern: floor
section	pattern	subject_or_na	regime_or_na	form	fact	testee	status	tier	rank_or_na	metric	value	n	pass_rate	n_gave_up	n_wrong	gave_up_summary	delta_verdict	capture_class
did_not_compile	grp-callout	f-item	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-crlf-done	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-crlf-done	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.985945	5	1.0000	0	0			yes
rank	grp-callout	f-item-crlf-done	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.204793	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-crlf-done	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-crlf-done	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-crlf-done	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.464636	5	1.0000	0	0			yes
rank	grp-callout	f-item-crlf-done	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	36.095906	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-crlf-done	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-crlf-done	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-done	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-done	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.901810	5	1.0000	0	0			yes
rank	grp-callout	f-item-done	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.184269	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-done	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-done	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-done	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.470132	5	1.0000	0	0			yes
rank	grp-callout	f-item-done	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	36.197938	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-done	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-done-nl	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-done-nl	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.724941	5	1.0000	0	0			yes
rank	grp-callout	f-item-done-nl	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.293706	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-done-nl	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-done-nl	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-done-nl	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.490081	5	1.0000	0	0			yes
rank	grp-callout	f-item-done-nl	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	36.290268	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-done-nl	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-done-nl	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-nl-done	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-nl-done	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.748698	5	1.0000	0	0			yes
rank	grp-callout	f-item-nl-done	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.056675	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-nl-done	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-item-nl-done	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-item-nl-done	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.471826	5	1.0000	0	0			yes
rank	grp-callout	f-item-nl-done	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	36.352312	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-item-nl-done	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-item-nl-done	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-kv	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-kv	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.778876	5	1.0000	0	0			yes
rank	grp-callout	f-kv	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.101294	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-kv	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-kv	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-kv	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.472037	5	1.0000	0	0			yes
rank	grp-callout	f-kv	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	35.860318	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-kv	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-kv-tab	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-kv-tab	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.705425	5	1.0000	0	0			yes
rank	grp-callout	f-kv-tab	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.064738	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-kv-tab	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-kv-tab	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-kv-tab	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.481513	5	1.0000	0	0			yes
rank	grp-callout	f-kv-tab	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	40.403543	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-kv-tab	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-kv-tab	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-num	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-num	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.924330	5	1.0000	0	0			yes
rank	grp-callout	f-num	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.249981	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-num	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-num	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-num	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.481520	5	1.0000	0	0			yes
rank	grp-callout	f-num	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	35.954611	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-num	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-num	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-parens	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-parens	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.829760	5	1.0000	0	0			yes
rank	grp-callout	f-parens	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	29.323312	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-parens	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-parens	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-parens	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.182892	5	1.0000	0	0			yes
rank	grp-callout	f-parens	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	36.084726	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-parens	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-parens-open	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-parens-open	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.591880	5	1.0000	0	0			yes
rank	grp-callout	f-parens-open	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	28.959000	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-parens-open	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	match-compliance			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	match-compliance			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	match-compliance			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-parens-open	short-subject-search			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-parens-open	short-subject-search	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	1	median_ns	32.172401	5	1.0000	0	0			yes
rank	grp-callout	f-parens-open	short-subject-search	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	2	median_ns	36.108586	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-parens-open	short-subject-search			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	short-subject-search			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	short-subject-search			pcrec_25b1984f_vm-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	short-subject-search			pcrec_25b1984f_vm-in-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-parens-open	short-subject-search			rust_1.13.1_default-caps-simdna	did-not-compile									regex build failed [Syntax]: regex parse error:		
baseline	grp-callout	f-quoted	match-compliance			libpcre2_10.46_interp-caps-simdna				baseline_identity	interp					libpcre2_10.46_interp-caps-simdna (interp, present in this group)		
rank	grp-callout	f-quoted	match-compliance	plain	same program	libpcre2_10.46_jit-caps-simdna	measured	pinned	1	median_ns	28.638099	5	1.0000	0	0			yes
rank	grp-callout	f-quoted	match-compliance	plain	same program	libpcre2_10.46_interp-caps-simdna	measured	pinned	2	median_ns	28.987132	5	1.0000	0	0			yes
did_not_compile	grp-callout	f-quoted	match-compliance			pcrec_25b1984f_auto-caps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
did_not_compile	grp-callout	f-quoted	match-compliance			pcrec_25b1984f_auto-nocaps-simdna	did-not-compile									pcrec: module 'callouts' is enabled but (?C...) is not implemented yet (pattern offset 2)		
